original_entry_id,original_label,original_destination,feature_code,canonical_route_id,module,category,task,owner,access_policy,availability,unavailable_reason,screen_pattern,primary_action,normal_viewport_expectation,constrained_viewport_expectation,implementation_status,navigation_result,search_result,state_result,visual_result,keyboard_result,installed_result,evidence,open_issue
control:017,Optional SMTP host metadata,SettingsWorkspaceView,,sharing,Settings,Integrations,Email & Sharing,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Optional SMTP host metadata,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:018,SMTP port,SettingsWorkspaceView,,sharing,Settings,Integrations,Email & Sharing,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,SMTP port,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:019,SMTP from address,SettingsWorkspaceView,,sharing,Settings,Integrations,Email & Sharing,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,SMTP from address,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:020,Maximum attachment size in megabytes,SettingsWorkspaceView,,sharing,Settings,Integrations,Email & Sharing,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Maximum attachment size in megabytes,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:021,Owner product-settings change reason,SettingsWorkspaceView,,ocr,Settings,Integrations,OCR,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Owner product-settings change reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:022,Save product integrations,SettingsWorkspaceView,,ocr,Settings,Integrations,OCR,SettingsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Save product integrations,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:023,Archive store,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Archive store,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:024,Archive business date,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Archive business date,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:025,Search all archive dates,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Search all archive dates,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:026,Refresh report archive,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Refresh report archive,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:027,Archived report generations,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Archived report generations,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:028,Open selected generation,ArchiveWorkspaceView,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Open selected generation,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:029,Compare two selected,ArchiveWorkspaceView,,compare,Archive,Generations,Compare Generations,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Compare two selected,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:030,Export archived Excel…,ArchiveWorkspaceView,,final-packs,Archive,Archive,Finalised Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Export archived Excel…,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:031,Export archived PDF…,ArchiveWorkspaceView,,final-packs,Archive,Archive,Finalised Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Export archived PDF…,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:032,Export ZIP…,ArchiveWorkspaceView,,final-packs,Archive,Archive,Finalised Packs,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Export ZIP…,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:033,WhatsApp,ArchiveWorkspaceView,,shared,Archive,Archive,Shared Reports,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,WhatsApp,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:034,Email draft,ArchiveWorkspaceView,,shared,Archive,Archive,Shared Reports,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Email draft,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:035,WhatsApp phone,ArchiveWorkspaceView,,shared,Archive,Archive,Shared Reports,ArchiveWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,WhatsApp phone,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
